Ah,SOC,V,A,Wh,time
133.0699,49.94%,2.576853,-140.0682,-386.2763,3420
133.459,49.79%,2.567367,-140.0715,-387.2771,3430
133.8481,49.65%,2.55795,-140.0715,-388.2742,3440
134.2372,49.50%,2.548715,-140.0724,-389.2676,3450
134.6263,49.35%,2.539607,-140.0731,-390.2575,3460
135.0154,49.21%,2.530677,-140.0747,-391.2439,3470
135.4045,49.06%,2.521979,-140.0715,-392.2269,3480
135.7935,48.91%,2.513498,-140.0758,-393.2065,3490
136.1826,48.77%,2.505233,-140.0763,-394.1828,3500
136.5717,48.62%,2.497223,-140.077,-395.156,3510
136.9608,48.48%,2.489465,-140.0717,-396.1262,3520
137.3499,48.33%,2.481999,-140.0763,-397.0933,3530
137.739,48.18%,2.474838,-140.0717,-398.0576,3540
138.1281,48.04%,2.467952,-140.0662,-399.0192,3550
138.5172,47.89%,2.461364,-140.076,-399.9781,3560
138.9063,47.74%,2.455162,-140.0659,-400.9346,3570
139.2953,47.60%,2.44922,-140.0731,-401.8887,3580
139.6844,47.45%,2.443619,-140.0694,-402.8406,3590
140.0735,47.30%,2.438301,-140.0641,-403.7903,3600
140.4626,47.16%,2.433365,-140.0728,-404.7381,3610
140.8517,47.01%,2.428761,-140.0708,-405.684,3620
141.2408,46.87%,2.424537,-140.0774,-406.6281,3630
141.6299,46.72%,2.420626,-140.0747,-407.5707,3640
142.019,46.57%,2.417087,-140.0779,-408.5118,3650
142.408,46.43%,2.413879,-140.0765,-409.4517,3660
142.7971,46.28%,2.411044,-140.0662,-410.3903,3670
143.1862,46.13%,2.408514,-140.0664,-411.3279,3680
143.5753,45.99%,2.406331,-140.076,-412.2646,3690
143.9644,45.84%,2.404533,-140.0673,-413.2005,3700
144.3535,45.69%,2.403044,-140.0781,-414.1357,3710
144.7426,45.55%,2.401933,-140.0671,-415.0705,3720
145.1316,45.40%,2.401147,-140.0676,-416.0049,3730
145.5207,45.25%,2.400679,-140.0694,-416.9391,3740
145.9098,45.11%,2.400552,-140.0641,-417.8731,3750
146.2989,44.96%,2.400736,-140.0751,-418.8072,3760
146.688,44.82%,2.401207,-140.0799,-419.7413,3770
147.0771,44.67%,2.402025,-140.0737,-420.6758,3780
147.4662,44.52%,2.403136,-140.0763,-421.6106,3790
147.8552,44.38%,2.404565,-140.0779,-422.5459,3800
148.2443,44.23%,2.406324,-140.0776,-423.4818,3810
148.6334,44.08%,2.408342,-140.0747,-424.4184,3820
149.0225,43.94%,2.410637,-140.0655,-425.3559,3830
149.4116,43.79%,2.413192,-140.0724,-426.2943,3840
149.8007,43.64%,2.416034,-140.0696,-427.2338,3850
150.1898,43.50%,2.419147,-140.0703,-428.1745,3860
150.5788,43.35%,2.422501,-140.0772,-429.1164,3870
150.9679,43.21%,2.426081,-140.0662,-430.0596,3880
151.357,43.06%,2.429916,-140.0788,-431.0043,3890
151.7461,42.91%,2.433919,-140.0738,-431.9506,3900
152.1352,42.77%,2.438193,-140.0685,-432.8984,3910
152.5243,42.62%,2.442639,-140.0671,-433.8479,3920
152.9134,42.47%,2.447263,-140.071,-434.7992,3930
153.3025,42.33%,2.452049,-140.0703,-435.7523,3940
153.6916,42.18%,2.456976,-140.0703,-436.7074,3950
154.0807,42.03%,2.462039,-140.0754,-437.6643,3960
154.4698,41.89%,2.467245,-140.0712,-438.6233,3970
154.8588,41.74%,2.472557,-140.0632,-439.5843,3980
155.2479,41.60%,2.477963,-140.0662,-440.5474,3990
155.637,41.45%,2.483396,-140.077,-441.5126,4000
156.0261,41.30%,2.488917,-140.0685,-442.4799,4010
156.4152,41.16%,2.494483,-140.0728,-443.4494,4020
156.8043,41.01%,2.500072,-140.0724,-444.4211,4030
157.1934,40.86%,2.505688,-140.0747,-445.3949,4040
157.5824,40.72%,2.511312,-140.0714,-446.371,4050
157.9715,40.57%,2.516929,-140.0719,-447.3492,4060
158.3606,40.42%,2.522492,-140.0678,-448.3296,4070
158.7497,40.28%,2.528035,-140.0731,-449.3121,4080
159.1388,40.13%,2.53349,-140.0756,-450.2968,4090
159.5279,39.99%,2.538932,-140.0719,-451.2837,4100
159.917,39.84%,2.544275,-140.0703,-452.2726,4110
160.3061,39.69%,2.549513,-140.076,-453.2635,4120
160.6952,39.55%,2.554675,-140.0721,-454.2566,4130
161.0843,39.40%,2.559697,-140.0726,-455.2516,4140
161.4734,39.25%,2.564633,-140.0717,-456.2485,4150
161.8625,39.11%,2.569435,-140.0715,-457.2473,4160
162.2515,38.96%,2.574062,-140.0728,-458.2479,4170
162.6406,38.81%,2.578572,-140.0721,-459.2504,4180
163.0297,38.67%,2.582865,-140.0703,-460.2545,4190
163.4188,38.52%,2.587015,-140.0703,-461.2603,4200
163.8079,38.38%,2.590971,-140.0683,-462.2676,4210
164.197,38.23%,2.59471,-140.0694,-463.2765,4220
164.5861,38.08%,2.598214,-140.074,-464.2867,4230
164.9752,37.94%,2.601529,-140.071,-465.2983,4240
165.3642,37.79%,2.604578,-140.0659,-466.3111,4250
165.7533,37.64%,2.607388,-140.0696,-467.3251,4260
166.1424,37.50%,2.609957,-140.0655,-468.3401,4270
166.5315,37.35%,2.612219,-140.077,-469.356,4280
166.9206,37.20%,2.614285,-140.0714,-470.3728,4290
167.3097,37.06%,2.616057,-140.0659,-471.3904,4300
167.6988,36.91%,2.61754,-140.0788,-472.4086,4310
168.0879,36.77%,2.618772,-140.0788,-473.4273,4320
168.477,36.62%,2.619733,-140.0774,-474.4464,4330
168.8661,36.47%,2.620376,-140.0726,-475.4659,4340
169.2551,36.33%,2.620745,-140.0666,-476.4855,4350
169.6442,36.18%,2.620812,-140.076,-477.5052,4360
170.0333,36.03%,2.620573,-140.0705,-478.525,4370
170.4224,35.89%,2.620019,-140.0788,-479.5445,4380
170.8115,35.74%,2.619195,-140.0627,-480.5638,4390
171.2006,35.59%,2.618024,-140.0733,-481.5826,4400
171.5897,35.45%,2.616563,-140.0625,-482.601,4410
171.9788,35.30%,2.614822,-140.0694,-483.6188,4420
172.3679,35.16%,2.612789,-140.077,-484.6358,4430
172.757,35.01%,2.610469,-140.0774,-485.6519,4440
173.146,34.86%,2.607894,-140.0751,-486.6672,4450
173.5351,34.72%,2.605087,-140.0733,-487.6813,4460
173.9242,34.57%,2.602032,-140.077,-488.6943,4470
174.3133,34.42%,2.598754,-140.0699,-489.7061,4480
174.7024,34.28%,2.595295,-140.0781,-490.7166,4490
175.0915,34.13%,2.59168,-140.0747,-491.7257,4500
175.4806,33.98%,2.587867,-140.0754,-492.7333,4510
175.8697,33.84%,2.583979,-140.0731,-493.7395,4520
176.2588,33.69%,2.579966,-140.0701,-494.7441,4530
176.6478,33.54%,2.575914,-140.0781,-495.7472,4540
177.0369,33.40%,2.571815,-140.074,-496.7486,4550
177.426,33.25%,2.567659,-140.0728,-497.7485,4560
177.8151,33.11%,2.563513,-140.0767,-498.7467,4570
178.2042,32.96%,2.559404,-140.0777,-499.7434,4580
178.5933,32.81%,2.555324,-140.0758,-500.7384,4590
178.9824,32.67%,2.551311,-140.0774,-501.7319,4600
179.3715,32.52%,2.547378,-140.0715,-502.7238,4610
179.7606,32.37%,2.543524,-140.0731,-503.7142,4620
180.1497,32.23%,2.539804,-140.0669,-504.7032,4630
180.5387,32.08%,2.536141,-140.074,-505.6906,4640
180.9278,31.93%,2.532644,-140.071,-506.6767,4650
181.3169,31.79%,2.529242,-140.0728,-507.6615,4660
181.706,31.64%,2.526008,-140.0747,-508.645,4670
182.0951,31.50%,2.522877,-140.0666,-509.6272,4680
182.4842,31.35%,2.519853,-140.0706,-510.6082,4690
182.8733,31.20%,2.516999,-140.0781,-511.5881,4700
183.2624,31.06%,2.514256,-140.0639,-512.5669,4710
183.6514,30.91%,2.511643,-140.0751,-513.5446,4720
184.0405,30.76%,2.5091,-140.0712,-514.5214,4730
184.4296,30.62%,2.506716,-140.0676,-515.4972,4740
184.8187,30.47%,2.504393,-140.0673,-516.472,4750
185.2078,30.32%,2.502194,-140.0763,-517.446,4760
185.5969,30.18%,2.500132,-140.0726,-518.4193,4770
185.986,30.03%,2.498146,-140.0717,-519.3916,4780
186.3751,29.89%,2.496234,-140.0786,-520.3632,4790
186.7641,29.74%,2.494394,-140.0719,-521.3341,4800
187.1532,29.59%,2.492666,-140.0758,-522.3043,4810
187.5423,29.45%,2.491008,-140.065,-523.2739,4820
187.9314,29.30%,2.489439,-140.0715,-524.2428,4830
188.3205,29.15%,2.487931,-140.0664,-525.2111,4840
188.7096,29.01%,2.486438,-140.0669,-526.1788,4850
189.0987,28.86%,2.485089,-140.0776,-527.146,4860
189.4878,28.71%,2.483727,-140.0806,-528.1126,4870
189.8768,28.57%,2.48247,-140.0758,-529.0788,4880
190.2659,28.42%,2.48126,-140.0747,-530.0444,4890
190.655,28.28%,2.480112,-140.0763,-531.0096,4900
191.0441,28.13%,2.478947,-140.077,-531.9744,4910
191.4332,27.98%,2.477833,-140.0655,-532.9387,4920
191.8223,27.84%,2.47677,-140.0708,-533.9026,4930
192.2114,27.69%,2.475755,-140.0699,-534.8661,4940
192.6004,27.54%,2.474768,-140.0678,-535.8292,4950
192.9895,27.40%,2.473772,-140.0678,-536.7919,4960
193.3786,27.25%,2.472808,-140.0696,-537.7542,4970
193.7677,27.10%,2.471866,-140.0627,-538.7161,4980
194.1568,26.96%,2.470956,-140.0765,-539.6777,4990
194.5459,26.81%,2.470042,-140.0669,-540.639,5000
194.935,26.67%,2.469136,-140.0664,-541.5999,5010
195.3241,26.52%,2.468194,-140.0783,-542.5604,5020
195.7132,26.37%,2.467302,-140.068,-543.5206,5030
196.1022,26.23%,2.466389,-140.0643,-544.4803,5040
196.4913,26.08%,2.465527,-140.0724,-545.4398,5050
196.8804,25.93%,2.46462,-140.0678,-546.399,5060
197.2695,25.79%,2.463722,-140.0694,-547.3577,5070
197.6586,25.64%,2.46285,-140.0667,-548.3162,5080
198.0477,25.49%,2.461931,-140.0657,-549.2743,5090
198.4368,25.35%,2.461049,-140.0765,-550.232,5100
198.8259,25.20%,2.460139,-140.0614,-551.1894,5110
199.2149,25.06%,2.459191,-140.0717,-552.1464,5120
199.604,24.91%,2.458277,-140.0735,-553.1031,5130
199.9931,24.76%,2.457313,-140.0726,-554.0594,5140
200.3822,24.62%,2.456365,-140.0698,-555.0153,5150
200.7713,24.47%,2.455391,-140.0687,-555.9709,5160
201.1604,24.32%,2.454347,-140.0799,-556.926,5170
201.5495,24.18%,2.453325,-140.0705,-557.8808,5180
201.9386,24.03%,2.452288,-140.0751,-558.8351,5190
202.3277,23.88%,2.451225,-140.068,-559.7891,5200
202.7167,23.74%,2.450127,-140.0694,-560.7427,5210
203.1058,23.59%,2.449029,-140.0652,-561.6957,5220
203.4949,23.45%,2.44788,-140.0627,-562.6484,5230
203.884,23.30%,2.446754,-140.0694,-563.6006,5240
204.2731,23.15%,2.445573,-140.0737,-564.5524,5250
204.6622,23.01%,2.444415,-140.071,-565.5037,5260
205.0513,22.86%,2.443189,-140.0705,-566.4546,5270
205.4404,22.71%,2.441977,-140.0767,-567.4049,5280
205.8294,22.57%,2.440736,-140.0676,-568.3549,5290
206.2185,22.42%,2.439476,-140.0682,-569.3043,5300
206.6076,22.27%,2.43819,-140.0705,-570.2532,5310
206.9967,22.13%,2.436911,-140.0758,-571.2016,5320
207.3858,21.98%,2.43559,-140.0721,-572.1495,5330
207.7749,21.83%,2.434257,-140.0712,-573.0969,5340
208.164,21.69%,2.432894,-140.0728,-574.0438,5350
208.5531,21.54%,2.431535,-140.0738,-574.9902,5360
208.9422,21.40%,2.430161,-140.0696,-575.936,5370
209.3312,21.25%,2.428757,-140.0678,-576.8813,5380
209.7203,21.10%,2.427316,-140.0717,-577.826,5390
210.1094,20.96%,2.425845,-140.0719,-578.7701,5400
210.4985,20.81%,2.424381,-140.0683,-579.7137,5410
210.8876,20.66%,2.422895,-140.0744,-580.6567,5420
211.2767,20.52%,2.421396,-140.0705,-581.5992,5430
211.6658,20.37%,2.419866,-140.0687,-582.541,5440
212.0549,20.22%,2.418332,-140.0765,-583.4822,5450
212.444,20.08%,2.416776,-140.0696,-584.4229,5460
212.833,19.93%,2.415207,-140.0756,-585.3629,5470
213.2221,19.79%,2.41359,-140.0726,-586.3024,5480
213.6112,19.64%,2.412011,-140.0731,-587.2411,5490
214.0003,19.49%,2.410417,-140.0692,-588.1793,5500
214.3894,19.35%,2.408772,-140.0653,-589.1168,5510
214.7785,19.20%,2.407114,-140.0721,-590.0537,5520
215.1675,19.05%,2.405433,-140.0733,-590.99,5530
215.5566,18.91%,2.403756,-140.0724,-591.9255,5540
215.9457,18.76%,2.402044,-140.0777,-592.8605,5550
216.3348,18.61%,2.400307,-140.0653,-593.7947,5560
216.7239,18.47%,2.398566,-140.0657,-594.7283,5570
217.113,18.32%,2.396806,-140.0747,-595.6613,5580
217.5021,18.18%,2.395033,-140.0712,-596.5934,5590
217.8911,18.03%,2.393245,-140.0754,-597.525,5600
218.2802,17.88%,2.391466,-140.0724,-598.4558,5610
218.6693,17.74%,2.389687,-140.0763,-599.3859,5620
219.0584,17.59%,2.387873,-140.0813,-600.3154,5630
219.4475,17.44%,2.386056,-140.0653,-601.2441,5640
219.8366,17.30%,2.384229,-140.0719,-602.1721,5650
220.2256,17.15%,2.382393,-140.0636,-603.0994,5660
220.6147,17.00%,2.380509,-140.0788,-604.026,5670
221.0038,16.86%,2.378625,-140.0749,-604.9519,5680
221.3929,16.71%,2.376741,-140.065,-605.877,5690
221.782,16.57%,2.374847,-140.0643,-606.8014,5700
222.1711,16.42%,2.372938,-140.0682,-607.725,5710
222.5602,16.27%,2.371006,-140.0758,-608.6479,5720
222.9492,16.13%,2.369075,-140.0685,-609.5701,5730
223.3383,15.98%,2.367127,-140.0717,-610.4915,5740
223.7274,15.83%,2.365128,-140.0696,-611.4121,5750
224.1165,15.69%,2.363162,-140.0795,-612.332,5760
224.5056,15.54%,2.36115,-140.0726,-613.251,5770
224.8947,15.39%,2.359136,-140.068,-614.1694,5780
225.2838,15.25%,2.357096,-140.0733,-615.0869,5790
225.6729,15.10%,2.355072,-140.0719,-616.0036,5800
226.062,14.96%,2.353023,-140.0698,-616.9195,5810
226.451,14.81%,2.350935,-140.0708,-617.8347,5820
226.8401,14.66%,2.348828,-140.0728,-618.749,5830
227.2292,14.52%,2.346731,-140.0689,-619.6625,5840
227.6183,14.37%,2.344621,-140.0705,-620.5751,5850
228.0074,14.22%,2.342517,-140.0751,-621.487,5860
228.3965,14.08%,2.340366,-140.0692,-622.398,5870
228.7856,13.93%,2.338202,-140.0692,-623.3082,5880
229.1746,13.78%,2.336006,-140.0683,-624.2175,5890
229.5637,13.64%,2.333811,-140.0737,-625.126,5900
229.9528,13.49%,2.331557,-140.0712,-626.0336,5910
230.3419,13.35%,2.329339,-140.0685,-626.9403,5920
230.731,13.20%,2.327061,-140.0696,-627.8462,5930
231.1201,13.05%,2.324766,-140.0717,-628.7512,5940
231.5092,12.91%,2.322497,-140.0719,-629.6553,5950
231.8982,12.76%,2.320184,-140.0721,-630.5585,5960
232.2873,12.61%,2.317895,-140.0726,-631.4608,5970
232.6764,12.47%,2.315556,-140.068,-632.3622,5980
233.0655,12.32%,2.313201,-140.0712,-633.2627,5990
233.4546,12.17%,2.310821,-140.0726,-634.1622,6000
233.8437,12.03%,2.308409,-140.0756,-635.0609,6010
234.2328,11.88%,2.305977,-140.0737,-635.9586,6020
234.6219,11.74%,2.303536,-140.0699,-636.8553,6030
235.0109,11.59%,2.301086,-140.0717,-637.7512,6040
235.4,11.44%,2.298578,-140.0694,-638.646,6050
235.7891,11.30%,2.296086,-140.0715,-639.5399,6060
236.1782,11.15%,2.293547,-140.0703,-640.4327,6070
236.5673,11.00%,2.290982,-140.0726,-641.3246,6080
236.9564,10.86%,2.288414,-140.0689,-642.2155,6090
237.3455,10.71%,2.285775,-140.074,-643.1054,6100
237.7346,10.56%,2.283105,-140.0726,-643.9943,6110
238.1236,10.42%,2.280473,-140.0715,-644.8821,6120
238.5127,10.27%,2.277743,-140.0735,-645.7689,6130
238.9018,10.12%,2.275044,-140.071,-646.6545,6140
239.2909,9.98%,2.272307,-140.0715,-647.5392,6150
239.68,9.83%,2.269536,-140.0756,-648.4228,6160
240.0691,9.69%,2.266745,-140.0786,-649.3053,6170
240.4582,9.54%,2.263947,-140.0797,-650.1868,6180
240.8473,9.39%,2.261106,-140.0779,-651.0671,6190
241.2364,9.25%,2.258245,-140.0756,-651.9463,6200
241.6255,9.10%,2.255364,-140.071,-652.8244,6210
242.0145,8.95%,2.252497,-140.074,-653.7014,6220
242.4036,8.81%,2.249557,-140.0726,-654.5773,6230
242.7927,8.66%,2.246632,-140.074,-655.452,6240
243.1818,8.51%,2.243672,-140.0676,-656.3256,6250
243.5709,8.37%,2.24069,-140.0676,-657.1979,6260
243.96,8.22%,2.237683,-140.0705,-658.0692,6270
244.3491,8.08%,2.23466,-140.0662,-658.9393,6280
244.7382,7.93%,2.231563,-140.0776,-659.8082,6290
245.1273,7.78%,2.228445,-140.076,-660.6758,6300
245.5164,7.64%,2.225307,-140.0744,-661.5423,6310
245.9055,7.49%,2.222102,-140.0772,-662.4075,6320
246.2946,7.34%,2.218856,-140.0797,-663.2715,6330
246.6836,7.20%,2.215591,-140.0726,-664.1342,6340
247.0727,7.05%,2.212284,-140.0667,-664.9956,6350
247.4618,6.90%,2.208962,-140.0742,-665.8557,6360
247.8509,6.76%,2.205617,-140.0733,-666.7145,6370
248.24,6.61%,2.202241,-140.0744,-667.5721,6380
248.6291,6.47%,2.198848,-140.0669,-668.4283,6390
249.0182,6.32%,2.195456,-140.0715,-669.2832,6400
249.4073,6.17%,2.191987,-140.071,-670.1367,6410
249.7963,6.03%,2.188531,-140.0744,-670.989,6420
250.1854,5.88%,2.184973,-140.0742,-671.8398,6430
250.5745,5.73%,2.181437,-140.0692,-672.6892,6440
250.9636,5.59%,2.177892,-140.0735,-673.5373,6450
251.3527,5.44%,2.17427,-140.0774,-674.384,6460
251.7418,5.29%,2.170611,-140.0683,-675.2292,6470
252.1309,5.15%,2.166916,-140.0751,-676.0731,6480
252.5199,5.00%,2.16318,-140.0703,-676.9155,6490
252.909,4.86%,2.159437,-140.0758,-677.7564,6500
253.2981,4.71%,2.155634,-140.0696,-678.5959,6510
253.6872,4.56%,2.151765,-140.0676,-679.4338,6520
254.0763,4.42%,2.14786,-140.0747,-680.2703,6530
254.4654,4.27%,2.143926,-140.0715,-681.1053,6540
254.8545,4.12%,2.139977,-140.0696,-681.9387,6550
255.2435,3.98%,2.135942,-140.0692,-682.7705,6560
255.6326,3.83%,2.131903,-140.0664,-683.6008,6570
256.0217,3.68%,2.127795,-140.0692,-684.4294,6580
256.4108,3.54%,2.123604,-140.0728,-685.2565,6590
256.7999,3.39%,2.119412,-140.0708,-686.082,6600
257.189,3.25%,2.1151,-140.0655,-686.9058,6610
257.578,3.10%,2.110807,-140.0678,-687.7279,6620
257.9671,2.95%,2.106454,-140.0737,-688.5483,6630
258.3562,2.81%,2.102072,-140.0667,-689.3671,6640
258.7453,2.66%,2.097613,-140.0683,-690.1841,6650
259.1344,2.51%,2.093116,-140.0685,-690.9993,6660
259.5235,2.37%,2.088527,-140.0708,-691.8129,6670
259.9125,2.22%,2.083833,-140.0683,-692.6245,6680
260.3016,2.07%,2.079076,-140.0705,-693.4344,6690
260.6907,1.93%,2.074219,-140.0632,-694.2424,6700
261.0798,1.78%,2.069264,-140.0676,-695.0484,6710
261.4688,1.64%,2.064208,-140.0717,-695.8525,6720
261.8579,1.49%,2.059074,-140.0662,-696.6547,6730
262.247,1.34%,2.053804,-140.0692,-697.4548,6740
262.6361,1.20%,2.048451,-140.0687,-698.2529,6750
263.0252,1.05%,2.042994,-140.0706,-699.0488,6760
263.4142,0.90%,2.037399,-140.0699,-699.8427,6770
263.8033,0.76%,2.03168,-140.068,-700.6342,6780
264.1924,0.61%,2.025834,-140.0676,-701.4236,6790
264.5815,0.46%,2.019886,-140.0662,-702.2106,6800
264.9706,0.32%,2.013766,-140.0657,-702.9954,6810
265.3596,0.17%,2.007507,-140.0641,-703.7776,6820
265.7487,0.03%,2.001104,-140.0659,-704.5575,6830
265.8154,0.00%,1.999996,-140.0687,-704.6908,6840
